fn,rmsd
Triple_cSH_tSS_UAU_rpr.pdb,2.28
Triple_tSW_tsS_AUA_rpr.pdb,2.28
Triple_tSH_tSS_AAC_rpr.pdb,2.29
Triple_cWW_cHW_CGG_exemplar_rpr.pdb,2.29
Triple_tSW_tsS_UUA_rpr.pdb,2.29
Triple_cWW_tHS_CAG_rpr.pdb,2.29
Triple_cWW_tSH_AUC_rpr.pdb,2.29
Triple_cSW_tSH_GUC_rpr.pdb,2.29
Triple_tSH_cSW_AUG_rpr.pdb,2.29
Triple_tWW_tHS_AUA_rpr.pdb,2.29
Triple_tWW_tSH_GUC_rpr.pdb,2.29
Triple_cSW_tHS_CCC_rpr.pdb,2.29
Triple_cHW_cHW_AGG_rpr.pdb,2.29
Triple_tSH_tSS_UAC_rpr.pdb,2.29
Triple_tSH_tSH_AUC_rpr.pdb,2.3
Triple_cHW_cSW_GCG_rpr.pdb,2.3
Triple_cSW_tsS_UCG_rpr.pdb,2.3
Triple_tWW_tsS_CCG_rpr.pdb,2.3
Triple_cWW_tSH_UCA_rpr.pdb,2.3
Triple_tSW_tHS_UUA_rpr.pdb,2.3
Triple_tSW_cHW_UGC_rpr.pdb,2.3
Triple_tWW_tSH_UUC_rpr.pdb,2.3
Triple_tSH_tSS_CAG_rpr.pdb,2.3
Triple_cSW_tHS_ACC_rpr.pdb,2.3
Triple_cSW_cHW_GGA_rpr.pdb,2.31
Triple_cHW_tSH_UUC_rpr.pdb,2.31
Triple_cSW_tsS_GCG_rpr.pdb,2.31
Triple_cWW_tHS_UCU_rpr.pdb,2.31
Triple_tSW_tSH_CCA_rpr.pdb,2.31
Triple_tSW_tHH_CGA_rpr.pdb,2.31
Triple_cSW_cSW_AUG_rpr.pdb,2.31
Triple_tHW_tsS_CCA_rpr.pdb,2.31
Triple_cSW_tSW_ACU_rpr.pdb,2.31
Triple_cSW_tSW_CCU_rpr.pdb,2.31
Triple_cSW_cSW_UCA_rpr.pdb,2.31
Triple_cWW_tSH_AUA_rpr.pdb,2.32
Triple_tSW_tSH_UCA_rpr.pdb,2.32
Triple_cHW_tSW_AGC_rpr.pdb,2.32
Triple_cSW_cSH_CGC_rpr.pdb,2.32
Triple_tHW_tSH_GUA_rpr.pdb,2.32
Triple_tHW_tSW_GGU_rpr.pdb,2.32
Triple_tHW_tSW_GGC_rpr.pdb,2.32
Triple_cWW_tSH_UCC_rpr.pdb,2.32
Triple_cHW_tHH_GCU_rpr.pdb,2.33
Triple_cHW_cHS_UCG_rpr.pdb,2.33
Triple_cSH_tSS_AAA_rpr.pdb,2.33
Triple_cWW_tSH_CUA_rpr.pdb,2.33
Triple_tWW_tSW_CGA_rpr.pdb,2.33
Triple_cWW_tHW_AAC_rpr.pdb,2.33
Triple_tHW_tHS_UUA_rpr.pdb,2.33
Triple_tHW_tsS_GUG_rpr.pdb,2.33
Triple_tSW_cHW_GAU_rpr.pdb,2.33
Triple_cHW_tHW_UAU_rpr.pdb,2.33
Triple_tWW_tSH_UAC_rpr.pdb,2.34
Triple_cSH_tSS_AAC_rpr.pdb,2.34
Triple_cWW_cHW_UGA_rpr.pdb,2.34
Triple_cHW_tHW_CCC_rpr.pdb,2.34
Triple_tSW_cSW_UUA_rpr.pdb,2.34
Triple_tWW_tsS_CUA_rpr.pdb,2.34
Triple_cSW_tSH_AUC_rpr.pdb,2.34
Triple_tSW_tSH_UAU_rpr.pdb,2.34
Triple_cWW_cHS_GCG_rpr.pdb,2.35
Triple_tHW_tSH_UUA_rpr.pdb,2.35
Triple_cSW_tSH_AUA_rpr.pdb,2.35
Triple_cWW_cHS_CUA_rpr.pdb,2.35
Triple_cWW_tHH_ACA_rpr.pdb,2.35
Triple_cSW_tHS_UAA_rpr.pdb,2.35
Triple_tWW_tSW_GUG_rpr.pdb,2.35
Triple_cSW_tHS_UAC_rpr.pdb,2.35
Triple_cSW_tHW_CGU_rpr.pdb,2.35
Triple_cHW_cHW_AUU_rpr.pdb,2.35
Triple_tWW_tsS_UAA_rpr.pdb,2.35
Triple_tSW_tsS_CGG_rpr.pdb,2.35
Triple_tSW_tsS_GUG_rpr.pdb,2.35
Triple_tSH_tSS_GAG_rpr.pdb,2.35
Triple_tHH_tSS_AAC_exemplar_rpr.pdb,2.36
Triple_tHW_tHS_CCA_rpr.pdb,2.36
Triple_cWW_cSW_UCG_rpr.pdb,2.36
Triple_cHW_tSH_UAC_rpr.pdb,2.36
Triple_tWW_tSW_CCG_rpr.pdb,2.36
Triple_cSW_tSH_UUA_rpr.pdb,2.36
Triple_cHW_cSW_CCG_rpr.pdb,2.36
Triple_tWW_tHH_CAG_rpr.pdb,2.36
Triple_cHW_tSH_UUA_rpr.pdb,2.37
Triple_tWW_cHH_GGA_rpr.pdb,2.37
Triple_tWW_tHH_GGC_rpr.pdb,2.37
Triple_cHW_tSH_UCC_rpr.pdb,2.37
Triple_cSW_tSH_UUC_rpr.pdb,2.37
Triple_cWW_cSW_UUC_rpr.pdb,2.37
Triple_cWW_cHH_GAG_rpr.pdb,2.37
Triple_cWW_tHW_CGG_exemplar_rpr.pdb,2.37
Triple_tHW_tsS_AUA_rpr.pdb,2.37
Triple_cSW_tSW_GGU_rpr.pdb,2.37
Triple_tHW_tSH_GAA_rpr.pdb,2.37
Triple_cSW_tSW_UAC_rpr.pdb,2.37
Triple_cSW_tHW_AGG_rpr.pdb,2.37
Triple_cSW_tsS_CCG_rpr.pdb,2.37
Triple_tHW_cSW_CCA_rpr.pdb,2.38
Triple_tWW_tHW_GGG_rpr.pdb,2.38
Triple_tSW_tSW_ACU_rpr.pdb,2.38
Triple_tSW_tSW_CCU_rpr.pdb,2.38
Triple_tWH_tSS_CAA_rpr.pdb,2.38
Triple_cSW_cSW_UUG_rpr.pdb,2.38
Triple_cHW_cSW_GCC_rpr.pdb,2.38
Triple_tSW_tHH_UAU_rpr.pdb,2.38
Triple_cSW_tSW_UAU_rpr.pdb,2.38
Triple_cHW_tSW_GUG_rpr.pdb,2.38
Triple_tSW_tHH_GAG_rpr.pdb,2.38
Triple_cHW_cSH_GUA_rpr.pdb,2.39
Triple_cHW_tSH_AUA_rpr.pdb,2.39
Triple_tHW_tSH_AAA_exemplar_rpr.pdb,2.39
Triple_tWW_tHS_CUG_rpr.pdb,2.39
Triple_cSW_cHW_AUA_rpr.pdb,2.39
Triple_cWW_tSW_ACG_rpr.pdb,2.39
Triple_tSW_tsS_CAA_rpr.pdb,2.39
Triple_tHW_tHW_GAC_rpr.pdb,2.39
Triple_cSW_cSW_CAA_rpr.pdb,2.39
Triple_cSW_cSW_UUC_rpr.pdb,2.39
Triple_cWW_cSH_UUA_rpr.pdb,2.39
Triple_cSW_cSW_AAA_rpr.pdb,2.39
Triple_tSH_tSS_UAG_rpr.pdb,2.39
Triple_cWW_cHS_UCG_rpr.pdb,2.39
Triple_tSW_cHW_GUC_rpr.pdb,2.4
Triple_tWW_tHS_UCU_rpr.pdb,2.4
Triple_cSW_tsS_ACG_rpr.pdb,2.4
Triple_cWW_tHH_AGC_rpr.pdb,2.4
Triple_tSW_tsS_GCA_rpr.pdb,2.4
Triple_cHW_cHS_GCG_rpr.pdb,2.4
Triple_tSH_tSW_CCU_rpr.pdb,2.4
Triple_tSW_tSW_UCU_rpr.pdb,2.4
Triple_tWW_tSW_GCC_rpr.pdb,2.4
Triple_cSW_cSW_CUC_rpr.pdb,2.4
Triple_tSH_tSS_GAG_exemplar_rpr.pdb,2.41
Triple_tWH_tSS_UAG_rpr.pdb,2.41
Triple_cSH_tSS_CAC_rpr.pdb,2.41
Triple_tHW_tSH_GGA_exemplar_rpr.pdb,2.41
Triple_tSH_tSS_GAC_exemplar_rpr.pdb,2.41
Triple_cSW_tHS_UCC_rpr.pdb,2.41
Triple_tSH_tSS_CAU_rpr.pdb,2.41
Triple_tWW_tHH_AAG_rpr.pdb,2.41
Triple_tHH_tSS_AAA_rpr.pdb,2.41
Triple_cHW_cSW_AUG_rpr.pdb,2.41
Triple_tSW_tHW_GCC_rpr.pdb,2.41
Triple_tSH_tSW_AUG_rpr.pdb,2.41
Triple_tSH_tSS_AAG_rpr.pdb,2.41
Triple_tHW_tSW_GUU_rpr.pdb,2.41
Triple_tHW_tsS_ACG_rpr.pdb,2.41
Triple_tSW_tsS_UGG_rpr.pdb,2.42
Triple_cSW_cSW_GAG_rpr.pdb,2.42
Triple_tSW_tSH_UAA_rpr.pdb,2.42
Triple_cWW_tSW_UGU_rpr.pdb,2.42
Triple_tSH_tSW_UCC_rpr.pdb,2.42
Triple_tSW_cHW_AAU_rpr.pdb,2.42
Triple_cSW_tSW_AAU_rpr.pdb,2.42
Triple_cWW_tSH_UAA_exemplar_rpr.pdb,2.42
Triple_tWH_tSS_CAC_exemplar_rpr.pdb,2.42
Triple_cWW_tHW_CGG_rpr.pdb,2.42
Triple_tHH_tSH_AGG_rpr.pdb,2.42
Triple_cWW_cHW_AGG_exemplar_rpr.pdb,2.42
Triple_tWW_tSW_UCG_rpr.pdb,2.42
Triple_cSW_tSW_CAU_rpr.pdb,2.42
Triple_tHW_tHW_UGU_rpr.pdb,2.43
Triple_cHW_cSW_AUC_rpr.pdb,2.43
Triple_cSW_tHS_GCC_rpr.pdb,2.43
Triple_tHW_tSW_GCU_rpr.pdb,2.43
Triple_tHW_tsS_GCG_rpr.pdb,2.43
Triple_cSW_cHW_GUA_rpr.pdb,2.43
Triple_tWW_tHH_UGC_rpr.pdb,2.43
Triple_tWH_tSS_CAC_rpr.pdb,2.43
Triple_cSW_cHW_GAU_rpr.pdb,2.43
Triple_tSW_tSH_ACA_rpr.pdb,2.43
Triple_tHW_cHW_CCC_rpr.pdb,2.43
Triple_tSH_tSS_AAG_exemplar_rpr.pdb,2.44
Triple_cHW_tSH_AUC_rpr.pdb,2.44
Triple_cSW_tSH_CUA_rpr.pdb,2.44
Triple_cSW_tSH_CUC_rpr.pdb,2.44
Triple_tWW_tHH_CGG_rpr.pdb,2.44
Triple_tWW_tSH_ACA_rpr.pdb,2.44
Triple_cWW_tHH_AAA_rpr.pdb,2.44
Triple_tSH_tSH_CCA_rpr.pdb,2.45
Triple_tSW_tHH_CAU_rpr.pdb,2.45
Triple_cSW_tHS_CCA_rpr.pdb,2.45
Triple_tHW_tSW_ACU_exemplar_rpr.pdb,2.45
Triple_cWW_tSW_UAU_exemplar_rpr.pdb,2.45
Triple_tWW_tSH_GCC_rpr.pdb,2.45
Triple_tHW_tSW_ACU_rpr.pdb,2.45
Triple_cSW_cSW_CUG_rpr.pdb,2.45
Triple_tHH_tSS_AAC_rpr.pdb,2.45
Triple_tSH_tSS_GAU_rpr.pdb,2.45
Triple_tSH_tSS_GAU_exemplar_rpr.pdb,2.45
Triple_tSW_tSS_GAA_exemplar_rpr.pdb,2.45
Triple_cHW_tSW_UCC_rpr.pdb,2.45
Triple_tSW_tHH_GAU_rpr.pdb,2.45
Triple_tHW_tHW_GAU_rpr.pdb,2.45
Triple_cWW_tSW_GUG_rpr.pdb,2.46
Triple_tHW_tHW_UGC_rpr.pdb,2.46
Triple_tHW_tSH_ACC_rpr.pdb,2.46
Triple_cWW_cHW_AGG_rpr.pdb,2.46
Triple_cHW_tSH_UAA_rpr.pdb,2.46
Triple_tHW_tsS_UUG_rpr.pdb,2.46
Triple_tSW_tsS_GUA_rpr.pdb,2.46
Triple_cSW_cSH_UGC_rpr.pdb,2.46
Triple_cSH_tSS_AAG_rpr.pdb,2.46
Triple_tWW_cHW_ACC_rpr.pdb,2.46
Triple_cHW_tHH_CCU_rpr.pdb,2.46
Triple_cSW_cSH_GAU_rpr.pdb,2.47
Triple_tHW_tsS_ACA_rpr.pdb,2.47
Triple_tWW_tSW_UUG_rpr.pdb,2.47
Triple_tHW_cHS_ACG_rpr.pdb,2.47
Triple_cWW_cSW_ACG_rpr.pdb,2.47
Triple_tHW_tSW_GAA_rpr.pdb,2.47
Triple_tHW_tHS_AUA_rpr.pdb,2.47
Triple_cHW_cSW_AGG_rpr.pdb,2.47
Triple_cSW_cSH_AGC_rpr.pdb,2.47
Triple_tHW_cHS_GUA_rpr.pdb,2.47
Triple_cSW_tHS_UAG_rpr.pdb,2.47
Triple_cSW_cHW_CAU_rpr.pdb,2.47
Triple_cSW_cSH_UUA_rpr.pdb,2.48
Triple_tSW_tSW_CGA_rpr.pdb,2.48
Triple_tSH_tSS_UAU_rpr.pdb,2.48
Triple_cSW_tHS_ACA_rpr.pdb,2.48
Triple_tSW_tSW_ACC_rpr.pdb,2.48
Triple_cSW_cSH_CUA_rpr.pdb,2.48
Triple_tWW_tSH_GUA_rpr.pdb,2.48
Triple_tWW_tHS_UUA_rpr.pdb,2.48
Triple_tWW_tsS_CGA_rpr.pdb,2.48
Triple_tWH_tSS_UAU_rpr.pdb,2.49
Triple_cSW_cHW_UUA_rpr.pdb,2.49
Triple_cSW_tHW_UGU_rpr.pdb,2.49
Triple_tHW_cHS_UUA_rpr.pdb,2.49
Triple_cHW_cSH_AUA_rpr.pdb,2.5
Triple_cWW_cHW_GCC_exemplar_rpr.pdb,2.5
Triple_tSW_cHW_UAU_rpr.pdb,2.5
Triple_tHW_tSH_AAA_rpr.pdb,2.5
Triple_cWW_tSW_CCU_rpr.pdb,2.5
Triple_tWW_tSW_UUA_rpr.pdb,2.5
Triple_cSW_cHS_UAU_rpr.pdb,2.5
Triple_tWW_tHS_CCC_rpr.pdb,2.5
Triple_cWW_tHH_AGG_rpr.pdb,2.5
Triple_cWW_cHW_AUU_rpr.pdb,2.5
Triple_tSH_tSS_AAU_rpr.pdb,2.5
Triple_tHW_cSW_AUA_exemplar_rpr.pdb,2.5
Triple_cSW_tSW_GAU_rpr.pdb,2.51
Triple_tSH_tSW_UCU_rpr.pdb,2.51
Triple_tSW_cHS_AUA_rpr.pdb,2.51
Triple_cWW_tSH_AAU_rpr.pdb,2.51
Triple_tHW_tHS_AUG_rpr.pdb,2.51
Triple_cHW_cHW_GUU_rpr.pdb,2.51
Triple_tWH_tSS_UAC_exemplar_rpr.pdb,2.51
Triple_tWW_tHH_AAC_rpr.pdb,2.51
Triple_tSW_tsS_GAA_rpr.pdb,2.51
Triple_tSW_cSW_GCG_rpr.pdb,2.51
Triple_tHW_tsS_GCA_rpr.pdb,2.51
Triple_cWW_cSW_CCC_rpr.pdb,2.51
Triple_cWW_tHH_AAG_rpr.pdb,2.51
Triple_tHW_cHW_UGA_rpr.pdb,2.51
Triple_cWW_tsS_CCG_rpr.pdb,2.52
Triple_cWW_tSW_UCG_rpr.pdb,2.52
Triple_tWW_tHS_GUA_rpr.pdb,2.52
Triple_cWW_tHS_UCC_rpr.pdb,2.52
Triple_tSW_tsS_CAG_rpr.pdb,2.52
Triple_cHW_cSW_GUG_rpr.pdb,2.52
Triple_cHW_cSW_UAG_rpr.pdb,2.52
Triple_tHW_tSH_GCC_rpr.pdb,2.52
Triple_tWW_tsS_UUG_rpr.pdb,2.53
Triple_cWW_tHH_AAU_rpr.pdb,2.53
Triple_tWW_cHS_GCG_rpr.pdb,2.53
Triple_cHH_cSW_GGC_rpr.pdb,2.53
Triple_tWW_cHW_AAG_rpr.pdb,2.53
Triple_cWW_tHW_GUG_rpr.pdb,2.53
Triple_cSW_cHW_AAU_rpr.pdb,2.53
Triple_tSW_tSH_GCC_rpr.pdb,2.53
Triple_cHW_tHW_AGG_rpr.pdb,2.53
Triple_tHW_tsS_GGA_rpr.pdb,2.53
Triple_cSH_tSS_AAU_rpr.pdb,2.53
Triple_cWW_tsS_UCA_rpr.pdb,2.54
Triple_tSH_tSH_UAC_rpr.pdb,2.54
Triple_tWW_cHS_GUA_rpr.pdb,2.54
Triple_cWW_tHS_CAU_rpr.pdb,2.54
Triple_cSW_cHS_CAU_exemplar_rpr.pdb,2.54
Triple_cSW_tHS_AAA_rpr.pdb,2.54
Triple_cSW_tsS_GGA_rpr.pdb,2.54
Triple_tHW_cHS_GCG_rpr.pdb,2.54
Triple_tSW_tHH_CAG_rpr.pdb,2.54
Triple_cWW_cHS_UUA_rpr.pdb,2.54
Triple_tSW_tSW_UGA_rpr.pdb,2.54
Triple_tWW_tSH_CAA_rpr.pdb,2.54
Triple_cWW_tHS_AAA_rpr.pdb,2.54
Triple_cHW_cHW_UUU_exemplar_rpr.pdb,2.54
Triple_tWW_tSH_GGU_rpr.pdb,2.54
Triple_tSW_cHS_CGG_rpr.pdb,2.54
Triple_cHW_cSW_AGA_rpr.pdb,2.54
Triple_tSW_tHW_UCC_rpr.pdb,2.55
Triple_tWW_tSH_AAU_rpr.pdb,2.55
Triple_tHW_tSW_AUU_rpr.pdb,2.55
Triple_cSW_cSW_AUC_rpr.pdb,2.55
Triple_tSW_tsS_GAG_rpr.pdb,2.55
Triple_tSW_tHW_CCC_rpr.pdb,2.55
Triple_cHW_cSW_CCC_rpr.pdb,2.55
Triple_tWW_tsS_AUG_rpr.pdb,2.55
Triple_tWW_cSW_AUA_exemplar_rpr.pdb,2.55
Triple_cSW_cHW_CUA_rpr.pdb,2.55
Triple_cHW_cSH_GUC_rpr.pdb,2.55
Triple_cWW_cSW_UGG_rpr.pdb,2.55
Triple_tSH_tSS_GGC_rpr.pdb,2.56
Triple_tWW_tSH_UUA_rpr.pdb,2.56
Triple_tSW_tHH_UAG_rpr.pdb,2.56
Triple_cSW_tSW_AAC_rpr.pdb,2.56
Triple_tSH_tSH_AUA_rpr.pdb,2.57
Triple_cWW_cSW_AAG_rpr.pdb,2.57
Triple_cWW_tHW_UUG_rpr.pdb,2.57
Triple_cWW_tSH_UAA_rpr.pdb,2.57
Triple_tSH_tSS_CAG_exemplar_rpr.pdb,2.57
Triple_cHW_cSH_AUC_rpr.pdb,2.57
Triple_cSW_cSH_UUC_rpr.pdb,2.57
Triple_cWW_tSH_AGA_rpr.pdb,2.57
Triple_cWW_tSH_GAC_rpr.pdb,2.57
Triple_tWH_tSS_CAG_rpr.pdb,2.57
Triple_cSW_tHS_UCA_rpr.pdb,2.57
Triple_tHH_tSS_GGG_exemplar_rpr.pdb,2.57
Triple_cWW_tsS_CUG_rpr.pdb,2.57
Triple_cHW_cHS_CCG_rpr.pdb,2.57
Triple_cHW_cHW_UUU_rpr.pdb,2.58
Triple_cSW_tSW_CAC_rpr.pdb,2.58
Triple_cSW_cSH_AUA_rpr.pdb,2.58
Triple_cWW_tHH_GAC_rpr.pdb,2.58
Triple_cSW_cSW_CGC_rpr.pdb,2.58
Triple_cSW_cSH_CUC_rpr.pdb,2.58
Triple_cSW_tHW_AGU_rpr.pdb,2.58
Triple_cWW_tSH_GCA_rpr.pdb,2.58
Triple_cWW_tsS_GCA_exemplar_rpr.pdb,2.58
Triple_tWW_tSW_UUU_rpr.pdb,2.58
Triple_cSH_tSS_CAU_rpr.pdb,2.58
Triple_cSW_cHW_UAU_rpr.pdb,2.58
Triple_tWW_tSW_CUU_rpr.pdb,2.58
Triple_tSH_tSH_UCA_rpr.pdb,2.59
Triple_cSW_cHW_AUC_rpr.pdb,2.59
Triple_tHW_tsS_GUA_rpr.pdb,2.59
Triple_tHH_tSS_AAG_rpr.pdb,2.59
Triple_tSW_tHH_CCG_rpr.pdb,2.59
Triple_cWW_tsS_UGA_rpr.pdb,2.59
Triple_cSW_cSH_GGA_rpr.pdb,2.59
Triple_cSW_cHW_GUC_rpr.pdb,2.59
Triple_tHW_cSW_ACG_rpr.pdb,2.59
Triple_tSW_cHS_CAG_rpr.pdb,2.59
Triple_cHW_tSH_GAA_rpr.pdb,2.59
Triple_cHW_tsS_GAA_rpr.pdb,2.59
Triple_cSW_cHS_CAU_rpr.pdb,2.59
Triple_tHW_tHS_GGG_rpr.pdb,2.59
Triple_cWW_tsS_AUA_exemplar_rpr.pdb,2.6
Triple_cHW_cSW_UCC_rpr.pdb,2.6
Triple_cSW_cSH_CGA_rpr.pdb,2.6
Triple_cHW_tSH_GUA_rpr.pdb,2.6
Triple_cWW_tHW_GAU_rpr.pdb,2.6
Triple_tSW_tHH_ACU_rpr.pdb,2.6
Triple_tSW_tHH_CCA_rpr.pdb,2.6
Triple_cHW_cSH_GUU_rpr.pdb,2.6
Triple_cWW_tSH_AGG_exemplar_rpr.pdb,2.6
Triple_cSW_cHS_GCU_rpr.pdb,2.61
Triple_cWW_tHS_CUG_rpr.pdb,2.61
Triple_cSW_cHS_AAU_rpr.pdb,2.61
Triple_cSW_tSW_UUC_rpr.pdb,2.61
Triple_tHW_cSH_UUC_exemplar_rpr.pdb,2.61
Triple_cSW_cHW_CAU_exemplar_rpr.pdb,2.61
Triple_cWW_cHS_GCU_exemplar_rpr.pdb,2.61
Triple_tSH_cSW_GUG_rpr.pdb,2.61
Triple_cWW_cHS_GUA_rpr.pdb,2.61
Triple_cHW_tSH_GCC_rpr.pdb,2.61
Triple_cSW_cSH_CGG_rpr.pdb,2.61
Triple_tSW_tHH_UCA_rpr.pdb,2.61
Triple_cHW_cHW_UAG_rpr.pdb,2.61
Triple_cSW_cSH_GUA_rpr.pdb,2.61
Triple_cWW_cHW_CUC_rpr.pdb,2.61
Triple_cHH_tSW_GGA_rpr.pdb,2.61
Triple_cHH_cSW_GCA_rpr.pdb,2.61
Triple_tSW_tHH_AAA_rpr.pdb,2.61
Triple_tHW_tHS_GUA_rpr.pdb,2.61
Triple_cSW_cHS_UCU_rpr.pdb,2.62
Triple_cHW_cSH_UAU_rpr.pdb,2.62
Triple_cWW_tHS_UCA_rpr.pdb,2.62
Triple_cHH_cSH_GGG_rpr.pdb,2.62
Triple_cWW_tHW_ACC_rpr.pdb,2.62
Triple_cWW_tHW_CGU_rpr.pdb,2.62
Triple_tWW_tSW_CCA_rpr.pdb,2.62
Triple_tSW_tHH_AUA_rpr.pdb,2.62
Triple_tSW_cHS_UGG_rpr.pdb,2.62
Triple_cSW_cHS_ACU_rpr.pdb,2.63
Triple_tWW_tHW_GGU_rpr.pdb,2.63
Triple_tWW_cSW_CUA_rpr.pdb,2.63
Triple_cSW_tHS_AAC_rpr.pdb,2.63
Triple_tSW_tHH_UCG_rpr.pdb,2.63
Triple_tHW_tHH_AAA_rpr.pdb,2.63
Triple_cHW_tSH_GUC_rpr.pdb,2.63
Triple_cWW_cSH_UUC_rpr.pdb,2.63
Triple_cHW_tHS_UAA_rpr.pdb,2.63
Triple_cHW_cSH_AUU_rpr.pdb,2.63
Triple_cWW_cSW_UGA_rpr.pdb,2.64
Triple_cWW_tSW_CAU_rpr.pdb,2.64
Triple_tSW_cHS_GAG_rpr.pdb,2.64
Triple_cWW_cHW_UCC_rpr.pdb,2.64
Triple_cWW_tsS_GCA_rpr.pdb,2.64
Triple_cHW_tHS_UAC_rpr.pdb,2.64
Triple_tWW_tHS_GUG_rpr.pdb,2.64
Triple_cHW_tSH_CCC_rpr.pdb,2.64
Triple_cSW_tHS_GCA_rpr.pdb,2.64
Triple_tSW_tHW_GCC_exemplar_rpr.pdb,2.64
Triple_cWW_cSW_ACC_rpr.pdb,2.64
Triple_cWW_cHS_CAU_rpr.pdb,2.64
Triple_cSW_cSW_GUC_rpr.pdb,2.64
Triple_tWW_cHS_UUA_rpr.pdb,2.64
Triple_tSH_tSS_GGU_rpr.pdb,2.65
Triple_cSW_cHS_CCU_rpr.pdb,2.65
Triple_cSW_tSW_CUC_rpr.pdb,2.65
Triple_tWW_tHW_GGC_rpr.pdb,2.65
Triple_cSW_tSW_UGU_rpr.pdb,2.65
Triple_tWW_cSW_CCA_rpr.pdb,2.65
Triple_cHH_cSW_GCC_rpr.pdb,2.65
Triple_tWW_cHS_ACG_rpr.pdb,2.65
Triple_cSW_tHS_CAA_rpr.pdb,2.65
Triple_tSW_tsS_AAA_rpr.pdb,2.65
Triple_tSH_tSW_AUU_rpr.pdb,2.66
Triple_tWH_tSS_CAU_rpr.pdb,2.66
Triple_cWW_tSW_AGA_exemplar_rpr.pdb,2.66
Triple_cWW_tSH_AUA_exemplar_rpr.pdb,2.66
Triple_tSW_tSW_AAA_rpr.pdb,2.66
Triple_cWH_tSS_UAC_exemplar_rpr.pdb,2.66
Triple_cSW_cHS_GAU_rpr.pdb,2.66
Triple_tHW_tSW_GGA_rpr.pdb,2.66
Triple_cSW_cSH_UGA_rpr.pdb,2.66
Triple_tSW_cHS_CGA_rpr.pdb,2.66
Triple_cWW_cSW_GUC_rpr.pdb,2.67
Triple_cWW_tHS_AAG_rpr.pdb,2.67
Triple_cSW_cSH_AGG_rpr.pdb,2.67
Triple_cSW_cHW_CGA_rpr.pdb,2.67
Triple_tWH_tSS_AAU_exemplar_rpr.pdb,2.67
Triple_tSW_tsS_AAG_rpr.pdb,2.67
Triple_tSW_tHH_GCG_rpr.pdb,2.67
Triple_tHW_cHW_GGC_rpr.pdb,2.67
Triple_cSW_cSW_GAA_rpr.pdb,2.67
Triple_cHW_tSW_CCC_rpr.pdb,2.67
Triple_tHH_tSS_AAU_rpr.pdb,2.67
Triple_tHH_tSS_AGC_rpr.pdb,2.67
Triple_tWW_cHW_CGC_rpr.pdb,2.67
Triple_tSH_tSH_GUC_rpr.pdb,2.67
Triple_tWW_tsS_GUG_rpr.pdb,2.68
Triple_cHW_tsS_UAA_rpr.pdb,2.68
Triple_cSW_tHS_CAC_rpr.pdb,2.68
Triple_cWW_tHS_AAC_rpr.pdb,2.68
Triple_cWW_cSW_GAG_rpr.pdb,2.68
Triple_tHW_tSW_CCU_rpr.pdb,2.68
Triple_cSW_cSH_GGC_rpr.pdb,2.68
Triple_cWW_cSH_UUU_rpr.pdb,2.68
Triple_tSH_tSW_UAU_rpr.pdb,2.68
Triple_tSH_tSW_GUU_rpr.pdb,2.68
Triple_tWW_tHS_UCC_rpr.pdb,2.68
Triple_tSW_cHS_AUU_rpr.pdb,2.68
Triple_cWW_cHS_CGG_exemplar_rpr.pdb,2.69
Triple_cWW_tHS_GAC_rpr.pdb,2.69
Triple_tHW_tsS_UUA_rpr.pdb,2.69
Triple_cWW_tHW_AGG_rpr.pdb,2.69
Triple_cSW_cSH_AGA_rpr.pdb,2.69
Triple_tSW_tHS_AUG_rpr.pdb,2.69
Triple_cSW_cSH_CCC_rpr.pdb,2.69
Triple_cSW_cSH_UGG_rpr.pdb,2.69
Triple_cWW_tHS_GAA_rpr.pdb,2.69
Triple_cWW_tSW_CGU_rpr.pdb,2.69
Triple_cWW_tSW_UCA_rpr.pdb,2.69
Triple_cHW_cSH_UUA_rpr.pdb,2.69
Triple_tHW_cSW_GCG_rpr.pdb,2.69
Triple_cSW_cSW_AGC_rpr.pdb,2.7
Triple_cSW_cSH_AUC_rpr.pdb,2.7
Triple_tHW_tsS_GAA_rpr.pdb,2.7
Triple_cWW_tSW_AGC_rpr.pdb,2.7
Triple_cWW_tsS_UGA_exemplar_rpr.pdb,2.7
Triple_cSW_cSH_UUU_rpr.pdb,2.7
Triple_cHW_cHW_GAG_rpr.pdb,2.7
Triple_tHW_tSH_UGA_rpr.pdb,2.7
Triple_tHW_tHS_UUG_rpr.pdb,2.7
Triple_cSW_cSW_UGC_rpr.pdb,2.7
Triple_tSW_tsS_CCA_rpr.pdb,2.7
Triple_cSW_tsS_GAG_rpr.pdb,2.7
Triple_tSW_tsS_UCA_rpr.pdb,2.71
Triple_cSW_cHS_UCA_rpr.pdb,2.71
Triple_tWW_tSW_UCA_rpr.pdb,2.71
Triple_tWW_tHW_CAU_rpr.pdb,2.71
Triple_cSW_cSH_CUU_rpr.pdb,2.71
Triple_cSW_cHS_GCA_rpr.pdb,2.71
Triple_cSW_cSH_GCC_rpr.pdb,2.71
Triple_cSW_cHS_ACA_rpr.pdb,2.71
Triple_cWW_cHW_UAG_rpr.pdb,2.71
Triple_tHW_tSW_UUU_rpr.pdb,2.71
Triple_tHH_tSS_CAA_rpr.pdb,2.71
Triple_tWW_cHW_GGA_rpr.pdb,2.71
