fn,rmsd
Triple_cHW_tsS_GCA_rpr.pdb,3.08
Triple_cWW_cHS_UGG_rpr.pdb,3.08
Triple_tSW_tHH_GAA_rpr.pdb,3.08
Triple_cWW_cSW_GCU_rpr.pdb,3.08
Triple_cWW_cHH_CGG_exemplar_rpr.pdb,3.08
Triple_cHW_cHW_CCC_rpr.pdb,3.08
Triple_cHW_cHW_GUC_rpr.pdb,3.08
Triple_cWW_tsS_GAA_exemplar_rpr.pdb,3.08
Triple_cWW_cHW_CAU_rpr.pdb,3.08
Triple_cWW_cHS_CCA_rpr.pdb,3.08
Triple_tHW_tHS_UGG_rpr.pdb,3.09
Triple_cSW_tSW_GUU_rpr.pdb,3.09
Triple_tSW_cHS_ACA_rpr.pdb,3.09
Triple_tWW_cHS_CUC_rpr.pdb,3.09
Triple_cSW_cSS_AUC_rpr.pdb,3.09
Triple_cHW_cSH_CCC_rpr.pdb,3.09
Triple_cWW_tsS_CGA_exemplar_rpr.pdb,3.09
Triple_cSW_cHH_GGC_rpr.pdb,3.09
Triple_cHH_tSS_GAG_rpr.pdb,3.09
Triple_tHW_cHS_CCU_rpr.pdb,3.09
Triple_tHW_cHS_AUC_rpr.pdb,3.09
Triple_cHW_cSW_UUU_rpr.pdb,3.09
Triple_cWW_cSW_UUU_rpr.pdb,3.1
Triple_cWH_tSS_UAU_rpr.pdb,3.1
Triple_tHW_tHS_ACC_rpr.pdb,3.1
Triple_cHW_cSH_GGA_rpr.pdb,3.1
Triple_cSW_cHS_GUU_rpr.pdb,3.1
Triple_tHW_cSH_GGA_rpr.pdb,3.1
Triple_cSW_cHS_CGA_rpr.pdb,3.1
Triple_tWW_cSW_UAA_rpr.pdb,3.1
Triple_cHW_cSH_UCA_rpr.pdb,3.1
Triple_cWW_tHH_AAC_rpr.pdb,3.1
Triple_cWW_cSH_ACA_rpr.pdb,3.1
Triple_cSW_cHS_GAG_rpr.pdb,3.11
Triple_tHW_cHS_ACA_rpr.pdb,3.11
Triple_tHW_cHS_CCA_rpr.pdb,3.11
Triple_cHW_cHW_UUA_rpr.pdb,3.11
Triple_tSW_cHS_AAU_rpr.pdb,3.11
Triple_cHH_cSS_GGC_rpr.pdb,3.11
Triple_cSW_cHS_AUU_rpr.pdb,3.11
Triple_tSW_tHS_ACA_rpr.pdb,3.11
Triple_cSW_cHS_CAG_rpr.pdb,3.11
Triple_cSW_cSH_UGU_rpr.pdb,3.11
Triple_cWW_tsS_AAA_rpr.pdb,3.12
Triple_tSH_cSW_UAG_rpr.pdb,3.12
Triple_cWW_tsS_AGA_rpr.pdb,3.12
Triple_tSH_tSH_UCC_rpr.pdb,3.12
Triple_tWW_tHS_ACA_rpr.pdb,3.12
Triple_tWW_tHS_UAC_rpr.pdb,3.12
Triple_tSH_cSW_CCG_rpr.pdb,3.12
Triple_cSW_tsS_GGG_rpr.pdb,3.12
Triple_cSW_cSH_AGU_rpr.pdb,3.12
Triple_tHW_cSW_CCC_rpr.pdb,3.12
Triple_tSW_tHH_UAA_rpr.pdb,3.12
Triple_tWW_tSW_GGC_rpr.pdb,3.12
Triple_cHH_tSS_CGG_rpr.pdb,3.12
Triple_tHW_cHS_ACC_rpr.pdb,3.12
Triple_cSH_tSS_AGU_rpr.pdb,3.12
Triple_tSW_cHS_CCA_rpr.pdb,3.12
Triple_tHW_cHW_UGC_rpr.pdb,3.12
Triple_cWW_tSW_GCU_rpr.pdb,3.13
Triple_tHH_tSS_UAG_rpr.pdb,3.13
Triple_cWW_cSW_AGG_rpr.pdb,3.13
Triple_tSW_cHS_UCA_rpr.pdb,3.13
Triple_cSW_cSS_GUC_rpr.pdb,3.13
Triple_tHW_cHS_UUU_rpr.pdb,3.13
Triple_tSW_tSW_GUU_rpr.pdb,3.13
Triple_cHH_tSW_GGC_rpr.pdb,3.13
Triple_tWW_cSW_GCU_rpr.pdb,3.13
Triple_cHW_tSH_CCA_rpr.pdb,3.13
Triple_cWW_tSH_AAA_rpr.pdb,3.13
Triple_tWW_cSW_AUU_rpr.pdb,3.13
Triple_tSW_tSH_UAC_rpr.pdb,3.13
Triple_cWW_cSH_GCC_exemplar_rpr.pdb,3.13
Triple_tWH_tSS_AAG_rpr.pdb,3.13
Triple_cWW_cSH_UGG_rpr.pdb,3.14
Triple_cSW_cHS_AAG_rpr.pdb,3.14
Triple_cSH_tSH_GCA_rpr.pdb,3.14
Triple_tHW_cHS_GCA_rpr.pdb,3.14
Triple_tSW_tSW_ACG_rpr.pdb,3.14
Triple_tWH_tSH_CAU_rpr.pdb,3.14
Triple_cWW_cHS_CCC_rpr.pdb,3.14
Triple_cWW_cHS_CAA_rpr.pdb,3.14
Triple_cSW_cHS_CGG_rpr.pdb,3.14
Triple_tHH_tSS_CGU_rpr.pdb,3.14
Triple_cWH_tSS_GAC_rpr.pdb,3.14
Triple_cWW_cSS_UUG_exemplar_rpr.pdb,3.14
Triple_cWW_cSS_UUC_rpr.pdb,3.14
Triple_tWW_cHH_CGC_rpr.pdb,3.14
Triple_cWW_cHH_UGC_exemplar_rpr.pdb,3.14
Triple_tHH_tSW_GCU_rpr.pdb,3.14
Triple_tWW_tSH_CAC_rpr.pdb,3.14
Triple_tWW_tSW_CAA_rpr.pdb,3.15
Triple_tHW_cHS_GCC_rpr.pdb,3.15
Triple_cSW_cHW_UGC_rpr.pdb,3.15
Triple_tSW_cHS_GUC_rpr.pdb,3.15
Triple_tHW_cSS_AUG_exemplar_rpr.pdb,3.15
Triple_tWW_cHS_UUG_rpr.pdb,3.15
Triple_cSW_cHH_CGC_rpr.pdb,3.15
Triple_cWW_cSW_GCU_exemplar_rpr.pdb,3.15
Triple_tSH_tSW_AAA_rpr.pdb,3.15
Triple_cWH_tSS_UAA_exemplar_rpr.pdb,3.16
Triple_cHW_cSW_CCU_rpr.pdb,3.16
Triple_cSW_tHS_GAU_rpr.pdb,3.16
Triple_tHW_cHH_GGG_rpr.pdb,3.16
Triple_cWH_tSS_GAA_rpr.pdb,3.16
Triple_tWW_cHW_UGU_rpr.pdb,3.17
Triple_tSW_cSW_UGA_rpr.pdb,3.17
Triple_tWH_tSH_UAA_rpr.pdb,3.17
Triple_cSW_cSW_AAC_rpr.pdb,3.17
Triple_tSW_cHS_GUG_rpr.pdb,3.17
Triple_cSW_cSW_CAC_rpr.pdb,3.17
Triple_cHW_cSH_AGG_rpr.pdb,3.17
Triple_tHH_tSS_AGA_rpr.pdb,3.17
Triple_cWW_cHW_AUC_rpr.pdb,3.17
Triple_tWW_tSW_AAA_rpr.pdb,3.17
Triple_cWW_cSW_CUA_exemplar_rpr.pdb,3.18
Triple_tWW_tSW_UAC_rpr.pdb,3.18
Triple_tWW_tsS_GGA_rpr.pdb,3.18
Triple_cHH_tSH_GGA_rpr.pdb,3.18
Triple_tSW_tSW_UAU_rpr.pdb,3.18
Triple_cWW_cHS_UAA_exemplar_rpr.pdb,3.18
Triple_cWW_cHS_CAC_rpr.pdb,3.18
Triple_tSW_cSH_CUC_rpr.pdb,3.18
Triple_tSW_tHS_ACU_rpr.pdb,3.18
Triple_tHH_tSS_UAU_rpr.pdb,3.18
Triple_cHW_cSW_AGC_rpr.pdb,3.18
Triple_cHH_tSW_GCG_rpr.pdb,3.19
Triple_cWW_cHW_AGA_rpr.pdb,3.19
Triple_cWW_cSW_GUU_rpr.pdb,3.19
Triple_cHH_tSS_GAU_rpr.pdb,3.19
Triple_tSH_tSW_CAA_rpr.pdb,3.19
Triple_cWW_cSW_UGC_rpr.pdb,3.19
Triple_tWW_cSH_GCU_rpr.pdb,3.19
Triple_tHW_cSW_GGG_rpr.pdb,3.19
Triple_tWW_cSH_CUC_rpr.pdb,3.19
Triple_cSH_cSW_AUG_rpr.pdb,3.19
Triple_cSH_tSS_AGC_rpr.pdb,3.19
Triple_tHH_tSH_AGA_rpr.pdb,3.19
Triple_tHH_tSW_AUU_rpr.pdb,3.19
Triple_cHW_cHW_UCC_rpr.pdb,3.19
Triple_tWW_cHS_UAC_rpr.pdb,3.19
Triple_cWW_cHH_UGC_rpr.pdb,3.2
Triple_tHW_cHS_GAU_rpr.pdb,3.2
Triple_tWW_cSH_GCA_rpr.pdb,3.2
Triple_tWH_tSS_AAU_rpr.pdb,3.2
Triple_tSW_cHS_ACG_rpr.pdb,3.2
Triple_cWW_cSW_CUA_rpr.pdb,3.2
Triple_cSH_tSW_UAU_rpr.pdb,3.2
Triple_tSH_cSH_GAU_rpr.pdb,3.2
Triple_cSH_tSH_AAA_rpr.pdb,3.2
Triple_cWW_tSW_UUC_rpr.pdb,3.2
Triple_tSH_tSW_ACG_rpr.pdb,3.2
Triple_tHW_tHS_GCC_rpr.pdb,3.21
Triple_tWH_tSS_AAG_exemplar_rpr.pdb,3.21
Triple_cHW_cHH_AGG_rpr.pdb,3.21
Triple_tHH_tSW_ACC_rpr.pdb,3.21
Triple_tWW_cHS_UAA_rpr.pdb,3.21
Triple_tSW_tHS_ACC_rpr.pdb,3.21
Triple_cSW_cHS_UUU_rpr.pdb,3.21
Triple_cWW_cSH_ACC_rpr.pdb,3.21
Triple_cHH_cSW_GGU_rpr.pdb,3.21
Triple_tHH_tSS_CGC_rpr.pdb,3.21
Triple_cSW_cHS_UGA_rpr.pdb,3.22
Triple_tWH_tSW_CCU_rpr.pdb,3.22
Triple_tHH_tSS_AGG_exemplar_rpr.pdb,3.22
Triple_cWW_cSH_UAC_rpr.pdb,3.22
Triple_cSW_cHS_AUC_rpr.pdb,3.22
Triple_tWW_cHS_UUC_rpr.pdb,3.22
Triple_tHW_cSW_AUC_rpr.pdb,3.22
Triple_cWW_cSH_UCC_rpr.pdb,3.22
Triple_cWW_cSS_UUG_rpr.pdb,3.22
Triple_tHH_tSW_ACU_rpr.pdb,3.22
Triple_tSW_cSS_GUC_rpr.pdb,3.22
Triple_tSW_cSS_GUC_exemplar_rpr.pdb,3.22
Triple_tSW_tHW_CAC_rpr.pdb,3.22
Triple_cSW_cHS_GUC_rpr.pdb,3.22
Triple_tWW_tsS_AAA_rpr.pdb,3.22
Triple_cWW_tSW_GAU_rpr.pdb,3.23
Triple_tHW_cSW_AUC_exemplar_rpr.pdb,3.23
Triple_cSW_cHS_CUU_rpr.pdb,3.23
Triple_cHW_cSS_GUG_rpr.pdb,3.23
Triple_tWW_tHS_UAA_rpr.pdb,3.23
Triple_cSW_cHS_UAG_rpr.pdb,3.23
Triple_tSW_tSW_GAA_rpr.pdb,3.23
Triple_tWH_tSS_CGA_rpr.pdb,3.24
Triple_cHW_cSS_GUA_rpr.pdb,3.24
Triple_tHW_cHH_GGC_rpr.pdb,3.24
Triple_tHW_tSW_ACA_rpr.pdb,3.24
Triple_tSW_cSW_CUC_rpr.pdb,3.24
Triple_cSW_cSH_GGU_rpr.pdb,3.24
Triple_cSH_tSH_AUC_rpr.pdb,3.24
Triple_tSW_tSW_GCA_rpr.pdb,3.24
Triple_cHW_cSH_GAC_rpr.pdb,3.24
Triple_tSW_cSH_CUU_rpr.pdb,3.24
Triple_tWW_cSH_CUU_rpr.pdb,3.24
Triple_tWW_tsS_GGG_rpr.pdb,3.24
Triple_cWW_tsS_ACA_rpr.pdb,3.24
Triple_cSW_cHS_GUG_rpr.pdb,3.24
Triple_cSW_cHS_AUG_rpr.pdb,3.24
Triple_tSW_cSS_UUC_rpr.pdb,3.24
Triple_tSW_tHW_UAC_rpr.pdb,3.24
Triple_tHW_cSH_GAU_rpr.pdb,3.25
Triple_tHW_cHS_UUG_rpr.pdb,3.25
Triple_tSH_tSW_GGC_rpr.pdb,3.25
Triple_cWW_cSH_CAA_exemplar_rpr.pdb,3.25
Triple_tWW_tSW_CAU_rpr.pdb,3.25
Triple_tHH_tSH_AAA_rpr.pdb,3.25
Triple_tWH_tSW_CGU_rpr.pdb,3.25
Triple_cWW_cHS_GAU_rpr.pdb,3.25
Triple_cSW_cSH_CCU_rpr.pdb,3.25
Triple_tWW_cSH_CUA_rpr.pdb,3.25
Triple_cSW_cSH_ACU_rpr.pdb,3.26
Triple_cWW_cHW_CGC_exemplar_rpr.pdb,3.26
Triple_tWW_cHS_UGA_rpr.pdb,3.26
Triple_cSW_cSH_UCA_rpr.pdb,3.26
Triple_tSW_cSH_GCC_rpr.pdb,3.26
Triple_cHW_cSS_UUC_rpr.pdb,3.26
Triple_cSW_cHH_UGC_rpr.pdb,3.26
Triple_cWW_tsS_UUA_rpr.pdb,3.26
Triple_tWW_tSW_ACA_rpr.pdb,3.26
Triple_cWW_cSH_CGU_exemplar_rpr.pdb,3.27
Triple_cWH_tSS_GAG_rpr.pdb,3.27
Triple_cHW_tHW_GGG_rpr.pdb,3.27
Triple_cHW_cHW_UUC_rpr.pdb,3.27
Triple_tSW_tSW_CCG_rpr.pdb,3.27
Triple_cWW_cSW_ACU_rpr.pdb,3.27
Triple_tHW_cSH_AUC_rpr.pdb,3.27
Triple_cSW_cHW_AGC_rpr.pdb,3.27
Triple_tSH_cSW_UCG_rpr.pdb,3.28
Triple_tHW_tHS_GUG_rpr.pdb,3.28
Triple_tHW_cSW_GGA_rpr.pdb,3.28
Triple_cHW_tSW_GGU_rpr.pdb,3.28
Triple_tHW_tSW_AAU_rpr.pdb,3.28
Triple_tHW_cHS_UUC_rpr.pdb,3.28
Triple_cWW_cHW_CGC_rpr.pdb,3.28
Triple_tHW_tSW_UGA_rpr.pdb,3.28
Triple_tHW_cHS_CCC_rpr.pdb,3.28
Triple_cSW_cSS_UUG_rpr.pdb,3.28
Triple_cSW_cHS_UGG_rpr.pdb,3.28
Triple_cWW_cSS_UUA_rpr.pdb,3.29
Triple_tWW_tHH_GGA_rpr.pdb,3.29
Triple_tSW_tHS_GAU_exemplar_rpr.pdb,3.29
Triple_cSW_cSS_CUG_rpr.pdb,3.29
Triple_cWW_cSW_UCU_rpr.pdb,3.29
Triple_tSH_cSW_GAG_rpr.pdb,3.29
Triple_cSW_cSH_CCA_rpr.pdb,3.29
Triple_tWW_cSW_CCC_rpr.pdb,3.29
Triple_tHW_cSW_GAG_rpr.pdb,3.29
Triple_tSW_tSW_UCG_rpr.pdb,3.29
Triple_cHW_cSS_GUU_rpr.pdb,3.29
Triple_cWW_cSH_CGA_exemplar_rpr.pdb,3.3
Triple_cWW_cSS_GUC_rpr.pdb,3.3
Triple_cWW_cSW_AGA_rpr.pdb,3.3
Triple_cHH_cSS_GCG_rpr.pdb,3.3
Triple_tWW_tHS_GGG_rpr.pdb,3.3
Triple_cSH_tSW_ACC_rpr.pdb,3.3
Triple_cHH_cSS_GCC_rpr.pdb,3.3
Triple_cHH_tSH_AGG_rpr.pdb,3.3
Triple_tWW_tSS_GGA_exemplar_rpr.pdb,3.3
Triple_cSH_tSS_GAU_rpr.pdb,3.3
Triple_cSH_tSW_ACU_rpr.pdb,3.31
Triple_cSW_cSH_GAG_rpr.pdb,3.31
Triple_cWW_tsS_CAG_rpr.pdb,3.31
Triple_tWW_cHW_CGU_rpr.pdb,3.31
Triple_cHH_cSH_GCC_rpr.pdb,3.31
Triple_tHW_tHH_UGG_rpr.pdb,3.31
Triple_cHW_cSS_AUG_rpr.pdb,3.31
Triple_cWW_cSW_UAU_exemplar_rpr.pdb,3.31
Triple_tHW_cHW_GGU_rpr.pdb,3.31
Triple_cSH_tSS_GAC_rpr.pdb,3.31
Triple_cSW_cHS_AGA_rpr.pdb,3.31
Triple_tWW_cSH_CGG_rpr.pdb,3.31
Triple_cHH_tSH_CGG_rpr.pdb,3.31
Triple_cSW_cHH_AGC_rpr.pdb,3.31
Triple_cWH_tSS_GAU_rpr.pdb,3.31
Triple_tSW_cSH_CUA_rpr.pdb,3.31
Triple_tSW_cHS_CAC_rpr.pdb,3.31
Triple_tHH_tSW_CUU_rpr.pdb,3.31
Triple_cHW_cHS_GAA_rpr.pdb,3.32
Triple_tHW_cSW_UUU_rpr.pdb,3.32
Triple_cSH_tSH_CAA_rpr.pdb,3.32
Triple_cSW_cHS_UUG_rpr.pdb,3.32
Triple_cHW_cSS_GCG_rpr.pdb,3.32
Triple_cSW_cSS_CUA_rpr.pdb,3.32
Triple_cSW_cSH_GCU_rpr.pdb,3.32
Triple_cSW_cSH_ACA_rpr.pdb,3.32
Triple_cSW_cSH_UCU_rpr.pdb,3.32
Triple_tSW_cSW_GCU_rpr.pdb,3.32
Triple_tWW_cHS_UAG_rpr.pdb,3.32
Triple_tSW_cSH_CGG_rpr.pdb,3.32
Triple_cSW_cSS_UUA_rpr.pdb,3.32
Triple_cWW_cSW_CUU_rpr.pdb,3.33
Triple_cSH_tSS_GAA_rpr.pdb,3.33
Triple_cWW_cSH_CGU_rpr.pdb,3.33
Triple_tHW_cSW_GUU_rpr.pdb,3.33
Triple_cSW_cHS_UUC_rpr.pdb,3.33
Triple_tHW_cSH_AUU_rpr.pdb,3.33
Triple_cSH_tSH_AUA_rpr.pdb,3.33
Triple_tSW_cHS_AAC_rpr.pdb,3.33
Triple_cWW_cHS_UAA_rpr.pdb,3.33
Triple_cWW_cHS_CGA_rpr.pdb,3.34
Triple_cSW_cSW_UAU_rpr.pdb,3.34
Triple_cWW_cSH_CAC_rpr.pdb,3.34
Triple_cSW_cSS_AUA_rpr.pdb,3.34
Triple_cWW_cHS_UCU_rpr.pdb,3.34
Triple_cSW_cSH_GCA_rpr.pdb,3.34
Triple_tSW_cSH_CAU_rpr.pdb,3.34
Triple_tHH_tSH_GCA_rpr.pdb,3.34
Triple_tSW_tHH_ACG_rpr.pdb,3.34
Triple_tSW_cSH_AUC_rpr.pdb,3.34
Triple_tSH_cSW_UAA_rpr.pdb,3.34
Triple_cWW_cSS_UUU_rpr.pdb,3.34
Triple_tWW_cHW_GGC_rpr.pdb,3.34
Triple_cSW_cHS_AGG_rpr.pdb,3.34
Triple_cHH_cSS_GCU_rpr.pdb,3.34
Triple_cHW_cSW_GAU_rpr.pdb,3.34
Triple_cWW_cHS_UAU_exemplar_rpr.pdb,3.35
Triple_cSW_cSS_AUU_rpr.pdb,3.35
Triple_cWW_cHS_CUU_rpr.pdb,3.35
Triple_cWW_cSS_AUC_rpr.pdb,3.35
Triple_cWW_tsS_CGG_exemplar_rpr.pdb,3.35
Triple_cSW_cHS_CUG_rpr.pdb,3.35
Triple_cWW_cSW_UAU_rpr.pdb,3.35
Triple_cSW_cHS_CUC_rpr.pdb,3.35
Triple_tWW_tHS_UUG_rpr.pdb,3.35
Triple_tSW_cHS_GAC_rpr.pdb,3.35
Triple_cHW_cHS_UCA_rpr.pdb,3.35
Triple_tWH_tSH_UAU_rpr.pdb,3.35
Triple_cWW_cSH_AGA_rpr.pdb,3.35
Triple_tHH_tSW_AGC_rpr.pdb,3.35
Triple_tHW_tSW_GCA_rpr.pdb,3.35
Triple_cHW_cSS_GCA_rpr.pdb,3.35
Triple_tWW_cSW_UCC_rpr.pdb,3.35
Triple_cHW_cSS_AUU_rpr.pdb,3.36
Triple_cSW_cSH_UAC_rpr.pdb,3.36
Triple_tWW_tHS_UAG_rpr.pdb,3.36
Triple_cWW_tSH_ACA_rpr.pdb,3.36
Triple_tWW_cSH_CGC_rpr.pdb,3.36
Triple_cSH_tSS_GGU_rpr.pdb,3.36
Triple_cWW_cHS_GCA_exemplar_rpr.pdb,3.36
Triple_cWW_tsS_GUG_rpr.pdb,3.36
Triple_cHH_tSS_CGA_rpr.pdb,3.36
Triple_cHW_cSS_GCC_rpr.pdb,3.36
Triple_tSW_tHW_GAC_rpr.pdb,3.36
Triple_cSH_tSS_AGG_rpr.pdb,3.36
Triple_cSW_cSS_AUG_rpr.pdb,3.36
Triple_tHH_tSH_AAU_rpr.pdb,3.36
Triple_cWW_cHS_UCA_rpr.pdb,3.36
Triple_tWW_tSH_AAC_rpr.pdb,3.36
Triple_tWW_cHS_CAG_rpr.pdb,3.36
Triple_tWW_cSH_AUC_rpr.pdb,3.36
Triple_tSW_tSW_UAA_rpr.pdb,3.36
Triple_tSW_cSH_AAU_rpr.pdb,3.36
Triple_cHW_cSS_AUA_rpr.pdb,3.36
Triple_tWW_cSW_CGC_rpr.pdb,3.37
Triple_cWW_cSS_UUA_exemplar_rpr.pdb,3.37
Triple_tWW_cSW_AUC_rpr.pdb,3.37
Triple_cHW_tSW_UUU_rpr.pdb,3.37
Triple_cSW_cSS_GUA_rpr.pdb,3.37
Triple_tSH_cSH_AAU_rpr.pdb,3.37
Triple_cSW_cSS_UUU_rpr.pdb,3.37
Triple_tSW_cHS_CAA_rpr.pdb,3.37
Triple_cHH_cSS_GGA_rpr.pdb,3.37
Triple_cHH_cSW_GCG_rpr.pdb,3.37
Triple_cHH_tSH_GCC_rpr.pdb,3.37
Triple_tWH_tSS_AGU_rpr.pdb,3.37
Triple_cSH_tSH_UAC_rpr.pdb,3.37
Triple_tWW_cHS_AUU_rpr.pdb,3.38
Triple_cWW_cSS_UGC_exemplar_rpr.pdb,3.38
Triple_cSW_cSS_CUU_rpr.pdb,3.38
Triple_tHH_tSW_GCC_rpr.pdb,3.38
Triple_cWW_cSH_GCU_rpr.pdb,3.38
Triple_cHH_cSW_GCU_rpr.pdb,3.38
Triple_tHH_tSH_AAA_exemplar_rpr.pdb,3.38
Triple_cWW_cHH_CGC_rpr.pdb,3.38
Triple_tSH_tSW_UAC_rpr.pdb,3.38
Triple_tSW_cHS_GAU_rpr.pdb,3.38
Triple_cHW_cHS_AUU_rpr.pdb,3.38
Triple_cHH_tSW_CGU_rpr.pdb,3.38
Triple_tHW_cHS_UGG_rpr.pdb,3.38
Triple_tWH_tSW_CCC_rpr.pdb,3.38
Triple_tHW_cSH_ACC_rpr.pdb,3.38
Triple_tHW_cSH_AUA_rpr.pdb,3.38
Triple_tSH_cSH_CAU_rpr.pdb,3.38
Triple_cHW_cSS_GCU_rpr.pdb,3.39
Triple_cWW_cHS_GCA_rpr.pdb,3.39
Triple_cHH_tSS_AGG_rpr.pdb,3.39
Triple_tHW_cSW_ACA_rpr.pdb,3.39
Triple_cWW_cSW_CAU_rpr.pdb,3.39
Triple_cSW_tSW_AUU_rpr.pdb,3.39
Triple_tHW_cSW_UUA_rpr.pdb,3.39
Triple_cSH_tSH_AAU_rpr.pdb,3.39
Triple_cHW_cHS_UCU_rpr.pdb,3.39
Triple_cWW_tsS_GCG_exemplar_rpr.pdb,3.39
Triple_cWW_cSH_GCA_rpr.pdb,3.39
Triple_cWW_tSW_AAU_rpr.pdb,3.39
Triple_tSW_cSH_AUU_rpr.pdb,3.39
Triple_cHW_cHS_GAC_rpr.pdb,3.39
Triple_cSH_tSS_GAG_rpr.pdb,3.39
Triple_tWW_cHS_ACU_rpr.pdb,3.4
Triple_cSW_cSS_GUG_rpr.pdb,3.4
Triple_cWW_cSW_AUU_exemplar_rpr.pdb,3.4
Triple_cHW_cSH_GGU_rpr.pdb,3.4
Triple_cWH_tSW_UUU_rpr.pdb,3.4
Triple_tHW_cHS_AAU_rpr.pdb,3.4
Triple_cSW_cSW_CGU_rpr.pdb,3.4
Triple_tHW_cHS_UGA_rpr.pdb,3.4
Triple_cWW_cHS_UAC_rpr.pdb,3.4
Triple_tSW_cSW_CGC_rpr.pdb,3.4
Triple_cSW_cSS_UAC_exemplar_rpr.pdb,3.41
Triple_tWH_tSS_AGC_rpr.pdb,3.41
Triple_cWW_cHS_CGG_rpr.pdb,3.41
Triple_cSW_cSW_GAC_rpr.pdb,3.41
Triple_cWW_cHS_GCU_rpr.pdb,3.41
Triple_cWW_tsS_GCG_rpr.pdb,3.41
Triple_cHW_cHS_GCA_rpr.pdb,3.41
Triple_cSH_tSW_AUG_rpr.pdb,3.41
Triple_tWW_cSW_GUA_rpr.pdb,3.41
Triple_cHH_tSH_GGU_rpr.pdb,3.41
Triple_cHH_cSS_GGU_rpr.pdb,3.41
Triple_tSW_cSS_AUC_exemplar_rpr.pdb,3.42
Triple_cWH_tSS_GAG_exemplar_rpr.pdb,3.42
Triple_cHH_cSS_GCA_rpr.pdb,3.42
Triple_tHW_tHS_ACA_rpr.pdb,3.42
Triple_tWW_cSS_CUC_rpr.pdb,3.42
Triple_cWW_cSH_GCU_exemplar_rpr.pdb,3.42
Triple_cHW_cHW_AGC_rpr.pdb,3.42
Triple_cHW_cHW_GCC_rpr.pdb,3.42
Triple_cHW_cHS_GCU_rpr.pdb,3.42
Triple_tSW_cSH_UGG_rpr.pdb,3.42
Triple_tSH_cSS_AAG_exemplar_rpr.pdb,3.42
Triple_tSH_cSS_GAA_exemplar_rpr.pdb,3.42
Triple_tWW_cHW_GCC_rpr.pdb,3.42
Triple_tSW_cHS_CAU_rpr.pdb,3.42
Triple_tSW_cSH_GAU_rpr.pdb,3.42
Triple_tWW_cSH_AUU_rpr.pdb,3.42
Triple_tSH_cSW_AAG_rpr.pdb,3.43
Triple_tSH_tSW_CCG_rpr.pdb,3.43
Triple_tWW_cSW_GUU_rpr.pdb,3.43
Triple_cHW_cHH_GGG_rpr.pdb,3.43
Triple_cHW_cHS_GUU_rpr.pdb,3.43
Triple_tHW_tHS_GAC_rpr.pdb,3.43
Triple_cSH_tSS_GGC_rpr.pdb,3.43
Triple_cHW_tHW_GGU_rpr.pdb,3.44
Triple_tWH_tSS_UAA_exemplar_rpr.pdb,3.44
Triple_cSW_cSS_GUU_rpr.pdb,3.44
Triple_cHW_tSW_UCU_rpr.pdb,3.44
Triple_tSW_cHS_UAU_rpr.pdb,3.44
Triple_tHW_cSW_ACU_rpr.pdb,3.44
Triple_cWW_cHW_UUA_rpr.pdb,3.44
Triple_tHW_cSH_GCC_rpr.pdb,3.44
Triple_cSW_cSS_UAG_exemplar_rpr.pdb,3.44
Triple_tSW_cSW_AUC_rpr.pdb,3.44
Triple_tSW_cSW_AAG_rpr.pdb,3.44
Triple_tHW_cHS_AAG_rpr.pdb,3.44
Triple_cHH_tSW_GGU_rpr.pdb,3.45
Triple_cSH_tSW_CUU_rpr.pdb,3.45
Triple_cWH_tSS_CGU_rpr.pdb,3.45
Triple_tSW_cHS_GAA_rpr.pdb,3.45
Triple_cWW_cSH_UAA_rpr.pdb,3.45
Triple_cWW_tsS_AGG_exemplar_rpr.pdb,3.45
Triple_cSH_tSW_UCU_rpr.pdb,3.45
Triple_tSW_cSW_CAG_rpr.pdb,3.45
Triple_cHW_cSH_UAG_rpr.pdb,3.45
Triple_tSW_tHS_GCC_rpr.pdb,3.45
Triple_cHW_cSH_GAA_rpr.pdb,3.45
Triple_tHH_tSW_CUC_rpr.pdb,3.45
Triple_cHW_cHW_GAU_rpr.pdb,3.45
Triple_tSW_cHS_AAA_rpr.pdb,3.46
Triple_tWH_tSH_CCA_rpr.pdb,3.46
Triple_cWW_cSS_CGA_exemplar_rpr.pdb,3.46
Triple_tWW_cHS_ACA_rpr.pdb,3.46
Triple_cSW_cHW_GGU_rpr.pdb,3.46
Triple_tSW_cSH_CGC_rpr.pdb,3.46
Triple_cWW_cSS_CCC_rpr.pdb,3.46
Triple_cSW_cSW_UGU_rpr.pdb,3.46
Triple_cSH_tSW_UUU_rpr.pdb,3.46
Triple_tWW_cHS_GUU_rpr.pdb,3.46
Triple_tWH_tSH_CGA_rpr.pdb,3.46
Triple_tHH_tSH_ACA_rpr.pdb,3.47
Triple_cSW_cSW_AAU_rpr.pdb,3.47
Triple_cWW_cHW_UAU_rpr.pdb,3.47
Triple_tHW_cHS_GAC_rpr.pdb,3.47
Triple_tSH_cSW_CAG_rpr.pdb,3.47
Triple_tHW_cSW_GCA_rpr.pdb,3.47
Triple_tHH_cSW_AUG_rpr.pdb,3.48
Triple_tHW_tHS_GCA_rpr.pdb,3.48
Triple_tSW_cSW_GCA_rpr.pdb,3.48
Triple_tWH_tSH_CGU_rpr.pdb,3.48
Triple_cSW_cSH_AAC_rpr.pdb,3.48
Triple_tHH_tSS_CGG_rpr.pdb,3.48
